"","Всего учрежедний","Общая информация","Информация о госзадании","Показатели качества услуг","Показатели объёма услуг","Информация о ПФХД или показателях бюджетной сметы","Общий Рейтинг","year","municipality_matched","region_matched","oktmo","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8020002","t8313015","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8013001_5","t8013001_294","t8013001_293","t8013001_296","t8011011_0","t8011010_0","t8123015_0","t8123017_0","t8013001_15","t8013001_14","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042005_kfs14_okved0","t8942005_kfs14_okved2101","t8042010_kfs14_okved0","t8942010_kfs14_okved2101","t8042001_kfs14_okved0","t8942001_kfs14_okved2101","t8042008_kfs14_okved0","t8942008_kfs14_okved2101","t8042007_kfs14_okved0","t8942007_kfs14_okved2101","t8042006_kfs14_okved0","t8942006_kfs14_okved2101","t8042009_kfs14_okved0","t8942009_kfs14_okved2101","t8042003_kfs14_okved0","t8942003_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","t8042017_kfs199_okved0","t8942017_kfs199_okved2101","model","share_profitable_firms","share_unprofitable_firms","share_profitable_mun_firms","avg_wage","mun_debt","mun_debt_supl","mun_debt_gov","mun_debt_budg","mun_debt_bank","n_mun_firms_reported","mun_firms_profit","debt_to_mun_firms","treatment","first.treat","index"
"205",109,109,104,102,102,102,0.944000005722046,2017,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,121225.3,49.9,19.9,63872,11.7,4089,923.5,114.8,1673,61891,60218,NA,NA,NA,1410.4,3452,1180,10.4,1668,59.7,NA,3.8,136,14,NA,17.4,11.3,5.2,5425.9,1253,1091,1253,1091,25.5,1239,8325,NA,242.9,NA,0,NA,4055,145.2,78,12521.2,10.8,385.8,39,25.1,68.6,155.5,55.2,279.3,65,15.2,NA,14.9,NA,NA,22023.9,103.5,1.3,NA,NA,6393.1,45080,31,1194.9,31100.1,66.6,88,425.4,425.4,290,50066,172575,7630423,179300,87800,1800,301.3,NA,86.8,278477,308.1,14936,242947,41,29199,NA,3083838.6,223139.7,32172.8,458484,371938.1,93902.6,130093.2,384452.3,1564.5,1748786.5,NA,NA,3145663.3,1781384,1595142.4,1593656.4,322968.4,672587.6,1364279.3,NA,164760.7,3832,61,NA,NA,107991.4,231062.5,277676,NA,31131,3745570,210306,39101,239.6,6225226,NA,79,NA,976909,NA,24,NA,74068,NA,521621,NA,98723,NA,102022,NA,NA,NA,820666,NA,73,NA,27,"Сити-менеджер",73,27,79,31131,976909,521621,98723,102022,NA,24,74068,820666,1,2012,0.241810249113288
"206",116,116,113,109,107,115,0.966400027275085,2018,"город Йошкар-Ола","Республика Марий Эл",88701000,"Республика Марий Эл","Йошкар-Ола","Йошкар-Ола",56.6344444444444,47.9,126914.8,51.5,20,5190,10.6,3134,1005.1,107.1,2418,63958,61540,NA,NA,NA,1784.8,NA,NA,11.1,1662,58.8,NA,3.7,131.7,14,NA,11.2,7.6,2.4,7976.6,1078,857,NA,NA,26.1,3643,7878,NA,204.1,NA,295,NA,3997,141.3,79.2,13584.2,10.4,369,34,25.1,69.9,156.3,56.6,282.8,NA,15.9,NA,15.4,NA,NA,25941,114.7,-0.5,NA,NA,6638.3,36889.9,NA,NA,33039.2,65.9,88,444.2,444.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2,NA,NA,15426,NA,NA,NA,NA,3432375.7,342078.4,37134,493368.9,374736.2,131629.6,149099.1,366031.5,5727.7,1885866.3,NA,NA,3435278.6,1899202.2,1736610.8,1735123,447207.4,701229.9,1536076.4,250,109330,3804,86,NA,NA,130204.5,233078.9,279278,NA,33078.9,NA,NA,NA,308.2,NA,NA,72.2,NA,1078531,NA,18,NA,33233,NA,709459,NA,54169,NA,97830,NA,NA,NA,856052,NA,71.7,NA,28.3,"Сити-менеджер",71.7,28.3,72.2,33078.9,1078531,709459,54169,97830,NA,18,33233,856052,1,2012,0.234394064997358
"207",155,155,145,129,138,155,0.938099980354309,2012,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,275203,39.4,14.3,31853.6,11.1,3299,427.7,130.7,NA,NA,NA,42,217,2,8870.1,5514,1918,14.6,2206,66.6,NA,5.6,169.2,18,NA,11.2,6.5,3.2,36590,NA,NA,899,691,22.5,2898,10813,NA,207.8,0,80,NA,4934,148.9,106.4,9435,10.1,304.5,36,18.2,88.9,198.3,44.2,331.4,79,15.2,NA,13.4,4459,NA,26458.9,119.5,-3.5,NA,NA,11603.5,234119.4,NA,NA,28787,119.2,29,760,760,288,544036,NA,NA,712600,19610,1116.6,290.6,NA,95.6,343168,293,13397,220459,56,28416,260101,7628953,675346,93607,1241188,760680,1391475,172027,1083709,93436,3163944,823,33888.5,7623374,5410085,2450773,2450900,563298,2231941,2213289,NA,210031,10762,336,NA,NA,654207,1000049,342388,NA,NA,8562972,791775,312988,377.1,NA,27.27,NA,378552,NA,11,NA,-85349,NA,148523,NA,45281,NA,58216,NA,524820,NA,760188,NA,71.91,NA,28.09,NA,"Сити-менеджер",71.91,28.09,27.27,NA,378552,148523,45281,58216,524820,11,-85349,760188,1,2012,0.356238956984442
"208",153,153,123,114,108,128,0.805199980735779,2013,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,310029.8,39.2,11,38496.1,10.9,2908,522.1,136.9,NA,NA,NA,45,214,2,8835.3,6194,2169,14.3,2117,60.4,NA,5.5,158,17,NA,10.4,5.9,3.5,42968.1,NA,NA,877,641,22.8,3974,11471,0,163.3,0,410,NA,4844,138.2,109.2,10330.6,9.8,280.4,33,19.3,90.7,197.4,46.1,334.2,82,16.2,NA,14.1,4715,NA,32103.8,103.5,-3.4,NA,NA,12311.7,229711.8,NA,NA,31469,119.5,29,825,825,289,295600,735423,45324816,363200,13200,1000,290.6,NA,89.7,348778,293,14083,175822,59,29944,NA,8326030,642379,64683,1623437,855743,1416952,180190,1233551,121436,3380847,837,37246.4,8306392,5962207,2956441,2950481,631849,2412214,2344185,NA,518303,10679,324,13230,21314.1,763933,1072250,347144,31550.3,NA,9468231,843589,371959,388.6,NA,54.55,NA,351253,NA,11,NA,-159507,NA,138718,NA,49188,NA,18730,NA,757418,NA,257350,NA,78.61,NA,21.39,NA,"Сити-менеджер",78.61,21.39,54.55,31550.3,351253,138718,49188,18730,757418,11,-159507,257350,1,2012,0.334978855568738
"209",152,152,146,139,137,150,0.95389997959137,2014,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,362084.5,40.2,15.2,46332.4,11.2,4176,631.6,110.9,NA,NA,NA,46,214,1,14119.5,5967,2393,14.3,2268,63.1,NA,5.3,146.3,16,NA,8.6,4,3.6,42614.2,NA,NA,1185,733,23.2,9780,11701,125,236.7,200,0,NA,4983,138.7,110.3,11210,9.9,276.3,29,20.4,92.9,201.7,48.3,342.9,82,17.5,NA,14.6,NA,NA,42727.9,117.4,-3.1,NA,NA,13208.9,232911.4,NA,NA,34398,121.1,29,914,914,334,318.18,802022,42614438,366700,12052,3300,290.6,NA,11.3,354804,300,12402,281700,57,30819,NA,9056147,625161,38174,1489895,1108392,1787781,191175,1353520,88262,3675508,855,40149.8,8657107,5001221,4066727,4221223,666220,1651468,3655886,NA,502250,10482,293,13244,24704.7,741114,1143548,350412,34451.2,NA,10390350,710320,208329,388.6,NA,58.33,NA,850823,NA,12,NA,-101891,NA,561716,NA,69863,NA,55558,NA,884201,NA,1307744,NA,67.89,NA,32.11,NA,"Сити-менеджер",67.89,32.11,58.33,34451.2,850823,561716,69863,55558,884201,12,-101891,1307744,1,2012,0.32537392238267
"210",142,142,136,129,127,139,0.947899997234344,2015,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,408448.1,40.5,14.5,46592.9,13.5,5334,756.5,84.5,NA,NA,NA,44,219,1,21581.3,6538,2278,13.9,2073,57.8,NA,5.1,141.7,17,NA,26.3,22.9,2.3,42402.6,NA,NA,1607,760,24,-798,12106,0,337,20,475,NA,4953,138.2,112.4,12451.6,9.8,272.8,24,20.8,94.9,196.8,50.3,342,61,18.1,NA,15.5,NA,NA,41069.2,86.2,-0.4,NA,NA,13597.8,195420.4,NA,NA,35318,119.3,29,718,718,292,562208.2,943762,42403107,406900,16200,1000,565,NA,86.7,358798,690.5,15505,308006.9,51,32419,NA,10338053,561334,56805,1559522,1664245,1903840,201906,1404163,115532,3793433,915,39884.3,8605276,4962521,4302216,4305096,394152,1620600,3642755,NA,563658,10489,298,12919,25347.4,667140,1178325,359196,35540.6,NA,10654217,867936,222348,390.5,NA,41.67,NA,1231619,NA,12,NA,-140556,NA,806503,NA,109557,NA,90680,NA,893841,NA,1448399,NA,71.67,NA,28.33,NA,"Сити-менеджер",71.67,28.33,41.67,35540.6,1231619,806503,109557,90680,893841,12,-140556,1448399,1,2012,0.277759763516989
"211",141,141,133,125,118,133,0.916299998760223,2016,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,443807.6,44.2,14.7,32051.4,13.3,4650,776.1,102.2,NA,NA,NA,NA,NA,NA,18707.8,5388,1904,14.2,2136,59.6,NA,5,139.1,18,NA,38.2,34.8,2.7,38676.3,NA,NA,1199,732,24.6,214,11720,171,292.8,0,0,NA,5016,138.1,113.6,12807.5,9.9,275.9,21,21.8,96.4,193.6,51.9,341.9,60,19.3,NA,16,NA,NA,42756.4,101.1,-0.9,NA,NA,14349.5,243326.9,NA,2332.1,37317.2,116.6,29,706.6,706.6,327,221184,832063,38676293,812600,404600,600,601.6,NA,60.2,358480,710.2,16029,289685,51,34171,NA,10970714,457330,59460,1881453,1451215,2023643,205407,1658689,99379,4607370,915,38895.5,10874973,6887755,6730695,6729919,427629,1645964,3987218,NA,2484127,10638,245,12692,25420.4,488778,1203595,358400,37376.4,NA,12286462,899429,225281,409.1,NA,40,NA,1609163,NA,10,NA,-117581,NA,1109568,NA,117392,NA,63528,NA,852182,NA,1646861,NA,73.3,NA,26.7,NA,"Сити-менеджер",73.3,26.7,40,37376.4,1609163,1109568,117392,63528,852182,10,-117581,1646861,1,2012,0.256295365804333
"212",139,139,124,117,111,74,0.730199992656708,2017,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,464426.3,48.1,17,26284.4,12.4,4669,662.9,88,NA,NA,NA,NA,NA,NA,17494.4,5788,2078,13.8,2149,60.1,NA,4.4,122,15,NA,34.6,28.6,5.7,28422.7,819,527,819,527,25.3,-575,11564,0,308.4,0,470,NA,4929,137.8,117.1,13703.3,9.7,270,20,22.9,97.7,190,53.2,340.9,60,18.9,NA,15.4,NA,NA,45034.4,98.9,-1.4,NA,NA,14917.3,316001.8,NA,2498.3,39653.2,114.1,29,736,736,372,629451.4,1872276,28422672,889888,399500,25400,601.6,0,62,358130,747.4,16371,309000,51,36227,NA,10994726,509953,55794,1902253,1749139,2060374,238736,1613233,56445,4198038,NA,NA,10961279,7076094,6575950,6577856,356767,1719840,3885185,363212,2265165,11831,355,NA,NA,436264,1316421,358560,NA,39707.5,12334133,992179,220009,422.6,NA,NA,44,NA,1616378,NA,9,NA,-61508,NA,1300137,NA,38130,NA,31649,NA,449074,NA,1332859,NA,77,NA,23,"Сити-менеджер",77,23,44,39707.5,1616378,1300137,38130,31649,449074,9,-61508,1332859,1,2012,0.25413360891818
"213",155,155,147,133,140,155,0.947099983692169,2018,"город Калуга","Калужская область",29701000,"Калужская область","город Калуга","Калуга",54.5358333333333,36.2483333333333,511135.1,51,18.5,34508.1,11.6,4931,924.6,130.1,NA,NA,NA,NA,NA,NA,13817.9,NA,NA,14.6,2372,67.1,NA,4.4,124.4,15,NA,28.7,23.2,4.5,31488.9,623,396,NA,NA,25.2,-3101,11070,0,304.8,0,280,NA,4915,139,116.7,14452.7,10,282,19,23.3,98.4,184.4,53.9,336.7,NA,19.5,NA,15.8,NA,NA,50576.1,108.2,-3,NA,NA,16039.4,406890,NA,2934.9,44257.9,116,29,932.7,932.7,NA,290686,539923,31488853,532260,218430,966,748.4,NA,57.7,355620,748.4,16950,304796,NA,NA,NA,11791176,641145,66328,1065080,2167379,1980155,305817,739888,248652,5109565,NA,NA,12202885,8196009,7474840,7497253,315385,1964534,4006876,58151,3238786,12069,184,NA,NA,400816,1530748,357700,NA,44322.3,13150394,NA,296317,423.5,NA,NA,63,NA,1252818,NA,8,NA,-94906,NA,1004804,NA,37528,NA,50954,NA,369689,NA,1754360,NA,79,NA,21,"Сити-менеджер",79,21,63,44322.3,1252818,1004804,37528,50954,369689,8,-94906,1754360,1,2012,0.244366993103418
"214",2,2,1,0,0,0,0.150000005960465,2012,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,50338.3,24.5,1.8,8768.3,14.6,311,379.6,106.3,NA,NA,NA,16,28,16,2803.5,NA,NA,8.3,159,69.4,NA,0.4,181.1,2,NA,5.8,0.1,5.7,43190.3,NA,NA,218,193,22.5,396,672,NA,18.2,0,NA,NA,337,147.1,7.3,14428.4,0.7,318.2,9,2.1,3.5,14.2,5.2,22.9,9,1.618,NA,1.602,949,NA,1791.7,104.3,6.3,NA,NA,783.9,688.1,55038,NA,57420.4,13.5,11,6646,NA,222,14570,NA,NA,40130,10000,NA,41.5,NA,21,22644,64,1602,18166,8,3229,194739,2726436,347597,13103,193556,808119,63307,73369,156055,7114,1219038,134,116088.7,2759936,2411002,2257048,2701645,23309,265018,348934,340430,1828507,1969,78,NA,NA,95954,52686,22375,NA,NA,1951943,128099,21829,42.8,NA,40,NA,138823,NA,5,NA,-9957,NA,69650,NA,15241,NA,9104,NA,NA,NA,592597,NA,55.56,NA,44.44,NA,"Избираемый мэр",55.56,44.44,40,NA,138823,69650,15241,9104,NA,5,-9957,592597,0,2015,0.464834224037181
"215",2,2,1,1,1,0,0.349999994039536,2013,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,50961,29.7,2.2,8325.2,15.3,315,386.4,89.1,NA,NA,NA,19,25,11,3600.7,NA,NA,8.3,153,65.4,NA,0.4,179.6,2,NA,6.2,0.5,5.7,26503.2,NA,NA,144,132,22.9,314,691,NA,21.1,0,0,NA,342,146.2,7.4,17304.8,0.7,311.7,9,2.2,3.6,14.4,5.4,23.4,9,1.7,NA,1.7,1080,NA,1921.4,102.9,7,NA,NA,739.3,722.1,50648.4,NA,62265.1,13.6,11,5799,5799,204,920687.1,169444,26503220,49660,5200,NA,41.5,NA,23,23151,64,1704,21148,8,3241,NA,2997561,210881,6974,231481,1096629,65990,85859,155893,23413,1276334,142,119091.6,2605304,2247948,2092585,2386668,25679,312804,357356,1078937,919220,1905,16,2920,51712.3,34208,51801,22912,62163.5,NA,2035894,132224,29762,43.8,NA,20,NA,255235,NA,5,NA,-24880,NA,181271,NA,25783,NA,32609,NA,NA,NA,719309,NA,51.72,NA,48.28,NA,"Избираемый мэр",51.72,48.28,20,62163.5,255235,181271,25783,32609,NA,5,-24880,719309,0,2015,0.437438573869081
"216",2,2,0,0,0,0,0.100000001490116,2014,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,69090.1,25.8,2.1,18163.8,15.5,357,376.7,91.1,NA,NA,NA,16,26,12,3910.1,NA,NA,7.4,155,64.7,NA,0.4,173.4,2,NA,4.1,0.1,3.9,35328.5,NA,NA,127,105,23.4,359,680,NA,24.4,NA,0,NA,340,142,7.6,18245.2,0.7,311.6,9,2.3,3.7,14.6,5.6,23.9,9,1.8,NA,1.8,NA,NA,2091.5,103.3,8.1,NA,NA,809.6,5427.8,60637,NA,67047.6,12.7,11,7905,7905,208,1363,330987,35328500,52820,4694,NA,41.5,NA,26,23665,108,1766,24425,8,3435,NA,3157593,229550,13331,202396,1220939,85532,99316,147953,4664,1301865,149,120857,3040725,2443693,2402217,2441983,31213,487530,597032,811531,1031721,1793,132,2352,59249.9,21545,57013,23390,66902.5,NA,2068630,136889,23801,43.8,NA,20,NA,229844,NA,5,NA,-27416,NA,135835,NA,44309,NA,47268,NA,150000,NA,699547,NA,41.94,NA,58.06,NA,"Избираемый мэр",41.94,58.06,20,66902.5,229844,135835,44309,47268,150000,5,-27416,699547,0,2015,0.384300797371273
"217",2,2,1,0,0,0,0.150000005960465,2015,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,104722.3,28.5,3.9,29101,18.1,344,486.5,111.2,50,9272,9222,14,25,13,3510.8,NA,NA,7.6,160,65.2,NA,0.4,163,2,NA,2.5,0,2.4,37295.2,NA,NA,306,238,23.6,340,704,NA,21.9,NA,220,NA,348,141.8,8.2,19792.7,0.7,304.9,9,2.3,3.9,14.7,5.9,24.5,11,1.9,NA,1.8,NA,NA,2287,93.8,10.5,NA,NA,835.4,12109.9,63248,NA,69776.5,12.8,11,7967,7967,150,397,188467,37295197,22200,900,NA,67.4,NA,33,24237,205.8,1832,21873,8,3523,NA,2686621,215567,18711,304939,655627,55010,NA,248868,NA,1433134,149,118623.3,2561620,1980364,1893962,1986513,37833,503135,581256,75480,1313419,1583,162,2145,62116.9,17540,57375,23939,69776.5,NA,2352692,133745,39484,37.8,NA,NA,NA,413887,NA,5,NA,-102626,NA,316444,NA,36139,NA,41500,NA,NA,NA,754663,NA,56,NA,44,NA,"Сити-менеджер",56,44,NA,69776.5,413887,316444,36139,41500,NA,5,-102626,754663,1,2015,0.330466675881788
"218",1,1,0,0,0,0,0.100000001490116,2016,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,135245.2,31.1,3.1,28199.5,18.9,205,497.7,108,NA,NA,NA,NA,NA,NA,2197.4,NA,NA,7,161,65.3,NA,0.4,168.7,2,NA,5,0.9,4,29917.5,NA,NA,287,255,24.8,-173,669,NA,17.5,NA,0,NA,346,140.3,8.3,20301.7,0.7,300,4,2.3,4.1,14.5,6,24.6,11,2,NA,2,NA,NA,3857,95.2,11.9,NA,NA,883.3,20509.7,43137.5,199.7,71121.8,12.8,11,6642,6642,165,53175,408347,29917506,22052,1043,NA,70,NA,93.9,24595,192.5,1991,14704,8,3761,NA,757286,212704,10933,166580,296294,35694,NA,96635,NA,20179,122,110432.4,680299,676101,45231,67058,23605,487009,4198,6295,56565,1332,67,942,64115,19081,53853,24535,71121.8,NA,132565,25136,NA,43.5,NA,33.33,NA,471977,NA,6,NA,-81449,NA,313892,NA,55133,NA,69773,NA,NA,NA,756400,NA,52,NA,48,NA,"Сити-менеджер",52,48,33.33,71121.8,471977,313892,55133,69773,NA,6,-81449,756400,1,2015,0.313758200365898
"219",1,1,0,0,0,0,0.100000001490116,2017,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,156859.7,36,3.7,21697.1,15.2,243,746.5,98.3,NA,NA,NA,NA,NA,NA,2813.6,NA,NA,7.6,159,64.2,NA,0.4,165.1,2,NA,13.2,4.4,8.3,23928,NA,NA,325,264,24.9,-67,647,NA,16.6,NA,220,NA,341,137.6,9,20769.8,0.7,297.8,4,2.4,4.3,14.4,6.1,24.8,8,2.1,NA,2.3,NA,NA,2335.7,97.6,7.6,NA,NA,918.6,20696.7,46207.1,222.7,70421.9,12.1,11,7163,7163,169,2666,436369,23928004,22150,950,NA,85.9,NA,72.5,24715,85.9,2278,16553,7,3836,NA,814536,218088,12393,152570,374926,39095,NA,78876,NA,4296,NA,NA,815715,812028,227230,227230,27425,447420,3687,77418,146125,2876,38,NA,NA,18254,52825,24654,NA,70421.9,109917,40768,NA,43.5,NA,NA,20,NA,391536,NA,5,NA,-120874,NA,264985,NA,17568,NA,47570,NA,NA,NA,775324,NA,52,NA,48,"Назначаемый мэр",52,48,20,70421.9,391536,264985,17568,47570,NA,5,-120874,775324,1,2015,0.308169481773531
"220",2,2,1,0,0,1,0.349999994039536,2018,"город Нарьян-Мар","Архангельская область",11851000,"Ненецкий автономный округ","Город Нарьян-Мар","Нарьян-Мар",67.6380555555556,53.0069444444444,235044.1,29.8,6.7,29791.8,14.5,121,680.4,69.1,193,6693,6500,NA,NA,NA,2009.6,NA,NA,7.6,150,60.4,NA,0.3,130.9,2,NA,14.9,3.8,10.7,27398.6,NA,NA,NA,NA,24.9,-119,625,NA,8.9,NA,0,NA,368,148.2,9.6,21177.2,0.7,273.9,5,2.5,4.4,14.2,6.2,24.8,NA,2.2,NA,2.3,NA,NA,2412.3,103.6,6.9,NA,NA,904.6,NA,40457.5,207.8,77247.8,12.2,11,7976,7976,NA,7204,239407,27398604,24460,1500,NA,80.6,NA,75.9,24801,80.6,2280,8938,NA,NA,NA,799810,257690,8505,120240,356901,39386,NA,65410,NA,4481,NA,NA,816776,812890,200054,200432,22671,461283,3886,88236,106939,2628,76,NA,NA,23683,61154,24775,NA,77247.8,88333,NA,NA,40.4,NA,NA,33,NA,405797,NA,6,NA,-30972,NA,249689,NA,35735,NA,31677,NA,NA,NA,554725,NA,38,NA,63,"Назначаемый мэр",38,63,33,77247.8,405797,249689,35735,31677,NA,6,-30972,554725,1,2015,0.297065329182559
"221",61,61,57,23,50,61,0.832799971103668,2012,"город Обнинск","Калужская область",29715000,"Калужская область","город Обнинск","Обнинск",55.1119444444444,36.5866666666667,37168.9,38.9,13.5,3656.9,12.3,1124,65.3,110.4,NA,NA,NA,17,62,NA,706.3,1771,394,12.6,639,60.3,NA,1.1,106.7,2,NA,35.5,30.6,3.1,4143.3,NA,NA,478,188,24,628,4963,NA,78.1,0,0,NA,1405,132.5,30.8,9834,3,281.1,6,6.3,27.5,62.9,15.6,106,22,5.1,NA,4.5,588,NA,6900.5,103.1,-0.3,NA,NA,1401.9,29412,NA,NA,32960,29.7,29,1595,1595,320,150732,NA,NA,64960,51370,1325,NA,NA,91.5,105722,NA,4498,78116,21,10935,168192,2974216,224081,21601,126356,499685,447152,145388,36772,36139,1405597,260,39347.5,2862292,2032099,1003773,1024654,192454,770255,830193,NA,100411,2068,69,NA,NA,283688,399613,105421,NA,NA,2017269,161544,23107,92.8,NA,81.82,NA,169493,NA,11,NA,95064,NA,65534,NA,11686,NA,43496,NA,101000,NA,580239,NA,80.95,NA,19.05,NA,"Сити-менеджер",80.95,19.05,81.82,NA,169493,65534,11686,43496,101000,11,95064,580239,1,2012,0.356238956984442
"222",61,61,47,8,42,51,0.675400018692017,2013,"город Обнинск","Калужская область",29715000,"Калужская область","город Обнинск","Обнинск",55.1119444444444,36.5866666666667,40045.7,40.5,12.3,3038.5,12.5,1131,181,102.6,NA,NA,NA,18,59,NA,766.3,1606,502,11.9,654,60.9,NA,1.1,105.5,2,NA,31.4,28.7,0.9,4879.8,NA,NA,411,198,24.3,1228,4995,0,80.3,0,0,NA,1420,132.3,31.2,10836.3,3.2,300.7,12,6.8,28.1,62.7,16.5,107.3,23,5.4,NA,5.1,457,NA,6568.1,88.9,0.6,NA,NA,2145.2,29791.9,NA,NA,35583,30.4,29,1620,1620,311,267764,217760,4704470,67690,53475,1087.5,NA,NA,90.1,106671,NA,4882,80302,22,11224,NA,3258773,233173,23913,153275,509700,474803,169641,57414,35281,1591331,308,42385.4,3153718,2280637,1099161,1115316,201339,843508,873081,NA,97843,1777,58,5498,26520.1,299228,439237,106023,35619.5,NA,2089715,181728,22739,92.8,NA,76.92,NA,171009,NA,13,NA,92319,NA,22542,NA,6006,NA,53070,NA,454283,NA,397305,NA,77.33,NA,22.67,NA,"Сити-менеджер",77.33,22.67,76.92,35619.5,171009,22542,6006,53070,454283,13,92319,397305,1,2012,0.334978855568738
"223",61,61,50,47,44,51,0.814800024032593,2014,"город Обнинск","Калужская область",29715000,"Калужская область","город Обнинск","Обнинск",55.1119444444444,36.5866666666667,43101.8,40.6,14,3745.2,12.7,1090,233.7,84.5,NA,NA,NA,20,63,NA,841.4,2207,572,12,653,59.7,NA,1.3,118.3,2,NA,26.7,22.9,0.8,4982.6,NA,NA,489,193,24.9,1970,5184,0,87.3,0,160,NA,1448,132.4,31.8,11796.1,3.2,294.7,11,7.4,29,62.9,17.5,109.4,23,5.7,NA,5.6,NA,NA,8340.9,108.7,0.7,NA,NA,2269.9,33569.4,NA,NA,38298,30.4,29,1494,1494,347,257910.5,261284,4982633,73890,53275,200,NA,NA,93,108342,NA,5588,87304,22,11803,NA,3505638,247662,20572,421946,351434,635213,208816,320466,38421,1506089,315,43531.2,3566966,2182886,1541609,1570205,233506,543978,1384080,NA,100025,1410,45,5291,26965.3,345943,501105,107319,38318.8,NA,2275187,161327,28395,92.8,NA,91.67,NA,216013,NA,12,NA,111315,NA,53462,NA,5086,NA,71175,NA,384942,NA,477007,NA,73.61,NA,26.39,NA,"Сити-менеджер",73.61,26.39,91.67,38318.8,216013,53462,5086,71175,384942,12,111315,477007,1,2012,0.32537392238267
"224",59,59,46,44,39,45,0.764400005340576,2015,"город Обнинск","Калужская область",29715000,"Калужская область","город Обнинск","Обнинск",55.1119444444444,36.5866666666667,47558.8,37.7,12.7,5378.3,14.7,572,294.6,113.9,NA,NA,NA,23,69,NA,709.3,2365,658,12.2,932,83.7,NA,1.4,129.8,2,NA,49.5,47,1.6,5053.8,NA,NA,426,269,24.9,1717,5280,0,46.1,0,0,NA,1967,176.6,32.5,13115.7,5.6,506.5,7,8,29.7,62.7,19,111.4,23,6,NA,5.9,NA,NA,9495.7,89.3,2.5,NA,NA,1972.5,38351.8,NA,NA,40389,29.8,29,1483,1483,328,321797.4,187203,5053771,80100,26800,500,93.5,NA,88,110362,93.5,5852,46108,22,12366,NA,3477820,283305,57554,339951,336270,605655,199586,268125,76833,1515804,325,42664.9,3234832,2127115,1368718,1369948,200662,532720,1107717,NA,206505,996,34,5134,27965,276546,528648,109365,40391.8,NA,2275406,183368,26423,93.5,NA,61.54,NA,226229,NA,13,NA,39602,NA,73133,NA,7218,NA,46494,NA,339797,NA,504945,NA,77.78,NA,22.22,NA,"Сити-менеджер",77.78,22.22,61.54,40391.8,226229,73133,7218,46494,339797,13,39602,504945,1,2012,0.277759763516989
