"","Всего учрежедний","Общая информация","Информация о госзадании","Показатели качества услуг","Показатели объёма услуг","Информация о ПФХД или показателях бюджетной сметы","Общий Рейтинг","year","municipality_matched","region_matched","oktmo","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8020002","t8313015","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8013001_5","t8013001_294","t8013001_293","t8013001_296","t8011011_0","t8011010_0","t8123015_0","t8123017_0","t8013001_15","t8013001_14","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042005_kfs14_okved0","t8942005_kfs14_okved2101","t8042010_kfs14_okved0","t8942010_kfs14_okved2101","t8042001_kfs14_okved0","t8942001_kfs14_okved2101","t8042008_kfs14_okved0","t8942008_kfs14_okved2101","t8042007_kfs14_okved0","t8942007_kfs14_okved2101","t8042006_kfs14_okved0","t8942006_kfs14_okved2101","t8042009_kfs14_okved0","t8942009_kfs14_okved2101","t8042003_kfs14_okved0","t8942003_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","t8042017_kfs199_okved0","t8942017_kfs199_okved2101","model","share_profitable_firms","share_unprofitable_firms","share_profitable_mun_firms","avg_wage","mun_debt","mun_debt_supl","mun_debt_gov","mun_debt_budg","mun_debt_bank","n_mun_firms_reported","mun_firms_profit","debt_to_mun_firms","treatment","first.treat","index"
"880",255,255,251,245,241,251,0.973299980163574,2015,"город Ульяновск","Ульяновская область",73701000,"Ульяновская область","Ульяновск","Ульяновск",54.3125,48.3955555555556,380057.4,50.6,25,19418.7,12.9,8895,1523.5,106.6,6467,150921,144454,72,422,2,17087.5,8178,3411,12.4,3536,54.9,NA,7.4,114.5,26,NA,20.8,16.4,3.3,17030.3,NA,NA,2635,2344,24.6,1835,20633,0,556.5,25,240,NA,10297,159.8,193.8,11626.6,20.3,315.3,61,42.4,163.9,380.6,99.9,644.4,144,30.8,NA,25.3,NA,NA,57279.6,84.7,0.5,NA,NA,16851.9,142114.6,NA,NA,27387.6,174.6,73,549,549,632,183058,NA,19125763,1051800,455900,3400,562,NA,79.1,643323,915,25349,556458,96,56163,NA,9948749,777285,73904,1598679,955632,477134,184015,1181885,277733,5422225,1367,29331.4,9392204,5781534,4817216,4822413,434847,2608975,3610670,168917,1040305,8071,92,23220,21761.7,534122,362069,NA,NA,NA,14766176,440114,288000,1005.4,NA,55.56,NA,5943620,NA,18,NA,-688877,NA,4558379,NA,175919,NA,467841,NA,288766,NA,4309573,NA,75.22,NA,24.78,NA,"Сити-менеджер",75.22,24.78,55.56,NA,5943620,4558379,175919,467841,288766,18,-688877,4309573,1,2012,0.262192779790243
"881",248,248,246,243,239,245,0.98309999704361,2016,"город Ульяновск","Ульяновская область",73701000,"Ульяновская область","Ульяновск","Ульяновск",54.3125,48.3955555555556,419799.6,51.6,27.2,27882.7,12.7,7883,1752.8,106.5,5650,242471,236821,NA,NA,NA,11229.7,7988,2921,12.5,3618,55.9,NA,7.3,112.2,26,NA,14.4,11.3,2.1,22559.7,NA,NA,2180,1953,25.3,2910,21326,0,558.7,0,0,NA,10336,159.6,197.5,11948.4,20.7,320.5,57,44.2,168.8,374.9,103.7,647.4,147,32.3,NA,26.1,NA,NA,59328.2,102.9,0.2,NA,NA,NA,152912.6,NA,5545.4,29509.3,170.5,73,505,505,624,235665,NA,24781781,846210,364780,4920,569.6,NA,76.7,645904,915,26137,558703,96,58421,NA,10574532,647381,284869,1571458,840660,596946,235218,238340,132398,5985531,1376,29277.3,10281299,5962480,5707356,5727776,364055,2761861,4318819,183097,1001297,8036,117,23151,22723,556567,339959,NA,NA,NA,NA,NA,NA,1006.3,NA,47.06,NA,6322140,NA,17,NA,-1185855,NA,4803322,NA,211318,NA,190615,NA,545361,NA,4306713,NA,67.93,NA,32.07,NA,"Сити-менеджер",67.93,32.07,47.06,NA,6322140,4803322,211318,190615,545361,17,-1185855,4306713,1,2012,0.252103368865973
"882",248,248,246,243,241,245,0.98470002412796,2017,"город Ульяновск","Ульяновская область",73701000,"Ульяновская область","Ульяновск","Ульяновск",54.3125,48.3955555555556,433875.4,53.6,27.4,26597.4,10.9,6684,2252.5,135.4,6900,313158,306258,NA,NA,NA,8228.7,NA,NA,11.6,3738,57.6,NA,7.3,112.3,26,NA,31.5,19.3,11.7,27682.7,1943,1670,1943,1670,26,2413,19229,150,564,30,240,0,10324,159,200.1,12806.6,21.7,333.7,65,45.8,173.2,369.8,106.4,649.4,146,34,NA,26.7,NA,NA,60589.5,110.1,-0.7,NA,NA,NA,166000.5,NA,5988.1,32555.7,166.1,73,446,446,627,151380,NA,27682708,846590,359510,5270,571.3,NA,61.7,648405,965.4,26722,563989,96,60587,NA,12366803,594883,83262,2531903,946380,624333,272926,2143817,228258,6793532,NA,NA,12024649,7755292,7237875,7260957,343197,2957566,4269357,193453,2167553,7999,84,NA,NA,632519,329248,NA,NA,NA,15092821,489414,220164,1034.2,NA,NA,69,NA,7213824,NA,16,NA,163501,NA,5017844,NA,177393,NA,208560,NA,694801,NA,4963981,NA,75,NA,25,"Сити-менеджер",75,25,69,NA,7213824,5017844,177393,208560,694801,16,163501,4963981,1,2012,0.248304080184824
"883",265,265,263,236,251,263,0.963800013065338,2018,"город Ульяновск","Ульяновская область",73701000,"Ульяновская область","Ульяновск","Ульяновск",54.3125,48.3955555555556,460043.2,55.4,27.5,30564.1,10.7,6567,2477.6,109.5,11078,185057,173979,NA,NA,NA,11727,NA,NA,11.9,3760,57.8,NA,7.1,109.3,26,NA,24.4,20.3,3.8,27980.9,1745,1455,NA,NA,26.8,2064,18877,0,564.8,130,560,1000,10077,154.9,203,13556,21.7,333.9,67,46.3,177.3,365.1,108.3,650.7,NA,35.4,NA,27.4,NA,NA,67015.6,107.6,-1.2,NA,NA,17073.1,141046.4,NA,6210.6,34770,163.6,73,481,481,NA,119285,NA,27980914,848300,394700,3680,585,NA,61.9,650018,1041.4,27387,564777,NA,NA,NA,13126160,654918,104290,2140010,1054380,660847,251448,1821992,36785,7971348,NA,NA,12750908,8069017,7755564,7758868,337197,3269198,4681891,203737,2141943,9423,339,NA,NA,578400,355223,NA,NA,NA,14878397,NA,255041,1040.3,NA,NA,73,NA,6284936,NA,15,NA,27084,NA,4739319,NA,195389,NA,239958,NA,727560,NA,4515986,NA,69,NA,31,"Назначаемый мэр",69,31,73,NA,6284936,4739319,195389,239958,727560,15,27084,4515986,1,2012,0.242784013762508
"884",523,523,503,446,421,521,0.926199972629547,2012,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,732404.1,49.2,15.8,59179.4,15.2,10103,3210.7,116.8,NA,NA,NA,95,451,25,88777.4,20444,5450,11.6,9261,85.2,NA,14.5,133.3,36,NA,13.8,5.3,7.3,58294.9,NA,NA,7545,7453,21.3,1517,49854,1265,770.4,0,980,275,14868,136.8,277.8,9549.2,36.9,339.5,93,74.6,223.2,679,175.5,1077.7,243,48.5,NA,37.9,17633,NA,90640.7,128.4,3.6,NA,NA,41204.9,517902.3,90361.3,NA,28427.8,327.8,80,895,895,825,644464,NA,NA,1038200,810900,8700,1481,NA,45.4,1084420,1481,37867,770447,153,101646,1017729,27345689,2070155,803956,2996974,4200011,656485,290025,2289110,140336,8902157,2001,47849.5,25601334,20715839,9697667,9904526,2179737,3724920,4885495,NA,4826873,20711,614,NA,NA,430365,966519,1081669,NA,NA,56915081,4933113,972331,NA,72740172,79.17,NA,3350917,NA,48,NA,-138168,NA,2257511,NA,98922,NA,240919,NA,3560171,NA,4116530,NA,84.75,NA,15.25,NA,"Сити-менеджер",84.75,15.25,79.17,NA,3350917,2257511,98922,240919,3560171,48,-138168,4116530,1,2012,0.360977299843889
"885",519,519,500,463,414,516,0.931999981403351,2013,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,994745.7,55.9,16.6,97363.7,15.8,10947,3596.6,104.5,NA,NA,NA,82,417,26,23768.6,14262,5417,11.4,9395,84.9,NA,14.5,130.8,36,NA,13.1,3.2,9.1,77321.6,NA,NA,6583,6346,21.5,14528,53755,0,816.4,100,0,0,14977,135.3,283.1,10479.1,40.6,367,93,80.5,228.2,684.8,183.7,1096.7,240,52.4,NA,40,25715,NA,104328.5,105.7,4.4,NA,NA,37170.1,535464.9,99180.2,NA,32293.2,325.4,80,885,885,795,603207,6385525,77321563,1039600,811600,3100,1507.1,NA,56.6,1096903,1507.1,40019,816978,151,103612,NA,23481752,2430026,781247,3566890,5255160,650042,426391,2820113,405389,8543935,2328,43643,23226743,18726674,12223357,12283125,2550585,4520819,4500069,86556,7470103,20544,471,NA,NA,554063,1093944,1087170,32293.3,NA,57292675,5456274,1032411,1507.1,NA,85.37,NA,4818094,NA,41,NA,-2403741,NA,4014314,NA,140160,NA,310816,NA,3781917,NA,4422865,NA,85.36,NA,14.64,NA,"Сити-менеджер",85.36,14.64,85.37,32293.3,4818094,4014314,140160,310816,3781917,41,-2403741,4422865,1,2012,0.336112123804087
"886",512,512,501,490,476,506,0.970499992370605,2014,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,1085438.1,56.8,16.9,99180.4,16.1,11507,4083,98,NA,NA,NA,78,410,29,22870.3,15456,5044,11.5,9709,87,NA,14.5,130.3,36,NA,14.3,5.1,8.4,97776.9,NA,NA,6736,6352,22,3838,52350,95,822.3,250,486,NA,15031,134.7,287.1,11379.1,41.7,373.3,88,86.3,233.5,680.2,192,1105.7,245,55.9,NA,42,NA,NA,130449.5,106.5,4.6,NA,NA,42425.1,461100.4,112897.4,NA,34948.4,323.4,80,933,933,899,737032,5888958,97776919,1052100,823600,1200,1507.1,NA,61.1,1111260,1507.1,42009,822018,151,106108,NA,25605488,1427902,898568,4091704,6752401,742243,418865,1860275,192471,9479683,2533,46361.6,22524249,16915400,11087491,11162944,2506261,4429888,5608849,NA,5418099,20387,358,NA,NA,726776,1135001,1106635,34948.4,NA,26173161,5674036,1363768,1507.1,NA,90.48,NA,4860701,NA,42,NA,-598413,NA,2508205,NA,321744,NA,423184,NA,3705877,NA,5625231,NA,83,NA,17,NA,"Сити-менеджер",83,17,90.48,34948.4,4860701,2508205,321744,423184,3705877,42,-598413,5625231,1,2012,0.328868980744794
"887",508,508,496,483,463,502,0.965399980545044,2015,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,1196775.8,56.7,20.8,89126.6,16.2,11767,4190.1,90.8,30861,281934,251073,76,404,25,22583.8,21558,5167,11.5,8893,73.7,NA,15.2,126.4,40,NA,12.5,6,5.7,97286.8,NA,NA,7626,7034,22.5,118,53882,120,824.9,0,756,NA,16578,137.4,294.3,12637.8,43.6,361.7,107,91.5,238.8,671.5,200.6,1111,251,60.3,NA,44.6,NA,NA,122900.6,82.5,4.7,NA,NA,46083.3,476683.5,133736.3,NA,35674.1,322.4,80,797,797,1318,834627,6803515,97286789,1064300,838600,800,1522,NA,59.2,1118658,1522,44580,824859,151,109591,NA,23651801,1270143,905656,5031102,4878596,592590,452883,4225242,192585,9677809,2637,41218.4,22300664,17331060,10903082,11064949,2557032,4512012,4969604,323353,5727840,20036,411,NA,NA,903504,1184149,1115885,35674.1,NA,29268370,1553822,1084355,1522,NA,83.72,NA,4916922,NA,43,NA,-110382,NA,2818146,NA,283443,NA,441183,NA,3776967,NA,5604366,NA,76.4,NA,23.6,NA,"Сити-менеджер",76.4,23.6,83.72,35674.1,4916922,2818146,283443,441183,3776967,43,-110382,5604366,1,2012,0.286306650765136
"888",504,504,491,461,438,499,0.950200021266937,2016,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,1321824.2,59.4,24.8,87596,16.2,11229,4209.5,103.3,32487,405747,373260,NA,NA,NA,27409.6,21361,5538,11.3,9205,75.8,NA,15.5,127.5,40,NA,11.5,5.5,5.2,103457.4,NA,NA,6418,6113,23.1,-926,51357,130,768.6,NA,20,NA,16397,135.1,298.2,13027.8,45.1,371.4,101,96.6,243.3,662.7,209.5,1115.6,255,61.9,NA,44.3,NA,NA,134621.4,101.8,4.9,NA,NA,45686.5,455288.3,149435.6,7179.2,39011.4,320.5,80,750,750,1290,738864,6046569,865495,1069300,854600,2880,1528.5,NA,52.8,1123763,1528.5,44335,768560,134,109272,NA,25795439,1200409,727194,5362449,6346149,549013,429083,3935833,593995,9758981,2680,41560,23243882,17479813,13546607,13783162,1572122,3969643,5764069,1270000,6746073,19798,1098,NA,NA,700221,1186737,1121429,39011.6,NA,28986238,1606841,1218331,1525.5,45134152,65.12,NA,5050949,NA,43,NA,-64319,NA,3416803,NA,368783,NA,539208,NA,3295907,NA,5747154,NA,77.43,NA,22.57,NA,"Сити-менеджер",77.43,22.57,65.12,39011.6,5050949,3416803,368783,539208,3295907,43,-64319,5747154,1,2012,0.271733486845921
"889",496,496,481,469,449,488,0.96069997549057,2017,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,1426583.3,60.3,28.1,90443.6,12.8,10360,4857.7,146.3,30005,440671,410666,NA,NA,NA,27938.6,21300,5974,10.8,9602,78.5,NA,15,122.6,39,NA,8.5,4.5,3.8,102714.2,5333,5108,5333,5108,23.6,2765,47217,0,675.4,NA,0,NA,16590,135.7,301.2,14010.7,45.6,373.1,108,101.3,248.1,656.8,215.6,1120.5,258,63.7,NA,44.7,NA,NA,145725.7,109.8,2,NA,NA,48134.3,514613.5,176527.9,7179.2,42312.8,307.9,80,775,775,1085,275342,5166203,102714192,1087700,860700,1690,1567.6,NA,54.4,1128763,1567.6,44683,675358,135,114489,NA,24614861,1239233,746653,5892612,3223252,705543,460803,4328058,485919,10949317,NA,NA,24233500,18068866,13906479,13890755,2074772,4174834,6164634,1574964,6145982,11708,473,NA,NA,963260,1203634,1126098,NA,42312.8,32596049,1652033,1186496,1567.6,50240915,NA,59,NA,5405946,NA,41,NA,-672058,NA,3767771,NA,458065,NA,395619,NA,2532043,NA,5847278,NA,75,NA,25,"Сити-менеджер",75,25,59,42312.8,5405946,3767771,458065,395619,2532043,41,-672058,5847278,1,2012,0.268040003326482
"890",524,524,504,308,424,523,0.874800026416779,2018,"город Уфа","Республика Башкортостан",80701000,"Республика Башкортостан","Уфа","Уфа",54.73333,55.96667,1529569.2,61.3,30.4,98155.2,11.9,10803,5290.6,104.9,16984,398191,381207,NA,NA,NA,26267.6,NA,NA,10.6,10084,81.9,NA,14.8,120.1,38,NA,12,4.1,7.5,98299.1,5180,4959,NA,NA,24.1,2231,46085,0,653.3,NA,0,NA,15967,129.7,306,14829.6,45.8,372.5,107,101.2,253,650.9,220.3,1124.2,NA,66.5,NA,45.1,NA,NA,161053.2,106.3,1.3,NA,NA,47260.6,602258.4,252922.1,10192.6,46512.8,310.3,80,975,975,NA,325379,5671374,98124712,1087700,871600,1830,1567.6,NA,54.7,1133455,1567.6,45090,653307,NA,NA,NA,26836346,1720610,772446,6744998,3218651,634687,586519,4420649,777194,11522656,NA,NA,27628854,20674292,15469728,15570109,2096088,5011369,6954562,2453274,5124804,NA,NA,NA,NA,1565388,1259169,1131429,NA,46512.8,36247772,NA,1295883,1567.6,55470046,NA,65.1,NA,5076790,NA,43,NA,-155920,NA,2814891,NA,463854,NA,346973,NA,2194798,NA,4992152,NA,76.2,NA,23.8,"Сити-менеджер",76.2,23.8,65.1,46512.8,5076790,2814891,463854,346973,2194798,43,-155920,4992152,1,2012,0.260373038858006
"891",49,49,30,29,29,48,0.789799988269806,2012,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,2164.6,47.7,0.2,253.3,16.5,460,NA,NA,NA,NA,NA,1,1,NA,578.3,574,245,4.5,442,32.9,NA,1,77.8,2,NA,NA,24.9,13.5,351.1,NA,NA,742,740,14.7,-264,3785,0,64.6,0,0,0,1268,94.5,20.8,7108.5,1.3,94.4,5,15.7,13.8,77.8,42.3,133.9,9,2.4,NA,1.4,5790,NA,1,10.5,12,NA,NA,NA,NA,NA,NA,15433.2,10.1,82,NA,NA,NA,NA,NA,252009,NA,NA,NA,NA,NA,NA,NA,NA,1384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,18576.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132515,NA,NA,756388,NA,57421,NA,NA,NA,NA,46470,NA,2,NA,-25431,NA,10866,NA,NA,NA,20600,NA,0,NA,20019,NA,75,NA,25,NA,"Сити-менеджер",75,25,NA,NA,46470,10866,NA,20600,0,2,-25431,20019,1,2012,0.321024856991016
"892",48,48,29,28,28,48,0.793799996376038,2013,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,11517.2,51.5,2.1,886.2,16.2,539,NA,NA,NA,NA,NA,1,1,NA,548.4,508,263,4.5,406,30.3,NA,1,75.1,2,NA,NA,16.6,7.2,2719.1,NA,NA,722,720,15.1,-105,4124,0,74.2,0,0,0,1190,88.9,21.4,8433.8,1.3,94.7,5,15.2,14.4,78.9,42,135.3,9,2.5,NA,1.4,6979,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,18683.7,9.9,82,NA,NA,283,374810,NA,2719065,205000,7930,NA,NA,NA,NA,0,NA,NA,74156,23,17608,NA,1569027,65347,33618,48114,357164,112193,38807,46400,7444,824148,288,23743.2,1623163,1123857,1401464,1402268,313,114249,499306,353739,349297,4082,96,6824,13827.4,40210,29183,133858,17523.1,NA,273287,NA,17997,1432.2,NA,NA,NA,71026,NA,2,NA,-44535,NA,36116,NA,2400,NA,24744,NA,5064,NA,20993,NA,75,NA,25,NA,"Сити-менеджер",75,25,NA,17523.1,71026,36116,2400,24744,5064,2,-44535,20993,1,2012,0.299879805456058
"893",48,48,29,29,29,47,0.793799996376038,2014,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,11073.5,51,4.6,774.5,15.8,561,NA,NA,NA,NA,NA,1,1,NA,178.1,488,296,4.7,406,30,NA,1,71.3,2,NA,NA,12.4,60.4,281.9,NA,NA,720,720,15.6,-48,4561,140,78.4,100,0,0,1205,89,22,8598.9,1.3,93.7,5,14.4,15.1,80.2,41.5,136.8,10,2.5,NA,1.6,5411,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,20020,10.6,82,NA,NA,163,156550,NA,340077,205000,10250,4085,131,NA,NA,136059,212,1594,79882,22,17703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,26524.6,1162160,545998,951454,1009396,705,46072,616162,217850,88035,4184,39,7202,14538.8,69852,52085,135329,19378.5,NA,NA,NA,NA,NA,NA,33.33,NA,105794,NA,3,NA,1171,NA,38888,NA,18196,NA,39626,NA,5214,NA,137640,NA,75,NA,25,NA,"Сити-менеджер",75,25,33.33,19378.5,105794,38888,18196,39626,5214,3,1171,137640,1,2012,0.277901680901794
"894",46,46,28,28,28,46,0.804300010204315,2015,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,14348.6,54.8,5.4,279.5,16.9,607,NA,NA,NA,10830,10830,1,1,NA,594.1,487,321,4.2,489,35.7,NA,1,76.2,3,NA,NA,0,0,390.8,NA,NA,720,720,16,-112,3520,0,76.4,0,210,0,1462,106.9,22.9,9421.6,1.3,92.7,5,13.5,16.2,81.4,40.8,138.4,10,3,NA,3,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,19845,12.3,82,375,375,166,330667.9,NA,397767,223000,28000,1100,133,NA,24.2,137604,212.4,NA,76370,22,18064,NA,3315545,177070,37563,44082,158648,142153,134415,37612,25512,2572579,288,23547,3310734,1439467,2847055,2847842,22046,46208,1871267,366693,574113,NA,43,4103,15297.3,85683,60328,136789,17875,NA,NA,NA,NA,1792.4,NA,NA,NA,135145,NA,4,NA,-4025,NA,53740,NA,3569,NA,71379,NA,5214,NA,82554,NA,44.44,NA,55.56,NA,"Назначаемый мэр",44.44,55.56,NA,17875,135145,53740,3569,71379,5214,4,-4025,82554,1,2012,0.241295875853416
"895",45,45,27,27,27,45,0.800000011920929,2016,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,17756.4,56.7,9.2,288.1,15.9,407,NA,NA,NA,11226,11226,NA,NA,NA,319.5,732,408,4.1,521,37.6,NA,1,73.8,3,NA,NA,38.3,2.7,344.2,NA,NA,720,720,16.2,-5,3856,0,50.5,NA,120,400,1463,105.7,23.5,9693.1,1.3,91.6,5,13.2,16.9,83.1,40,140,13,4.3,NA,4,NA,NA,174.3,NA,11.8,NA,NA,NA,NA,NA,NA,19406.7,18,82,NA,NA,NA,162529,NA,NA,292000,31800,8500,135,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,24462.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4206,39,3841,15824.3,NA,NA,138420,19230.5,NA,715117,NA,19762,212.4,NA,75,NA,106435,NA,4,NA,16804,NA,100936,NA,346,NA,4361,NA,NA,NA,83066,NA,55.56,NA,44.44,NA,"Назначаемый мэр",55.56,44.44,75,19230.5,106435,100936,346,4361,NA,4,16804,83066,1,2012,0.228561512487816
"896",45,45,31,31,31,3,0.471100002527237,2017,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,3009.1,58.8,9.6,156.1,14.2,342,NA,NA,NA,2797,2797,NA,NA,NA,655,707,433,4.2,507,36.2,NA,1,72.9,3,NA,NA,12.7,42,466,NA,NA,720,720,16.3,-193,1464,0,42.9,NA,0,1000,1430,102.1,24.4,10283.7,1.3,90.5,5,13,17.7,84,39.6,141.3,13,4,NA,3.9,NA,NA,208.3,200,10,NA,NA,NA,NA,NA,NA,21149.6,12.2,82,NA,NA,NA,NA,465350,500121,292000,31800,7900,145,NA,NA,140653,477,3938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140047,NA,21158.8,720063,NA,32559,2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Назначаемый мэр",NA,NA,NA,21158.8,NA,NA,NA,NA,NA,NA,NA,NA,1,2012,0.228719519152075
"897",49,49,30,29,29,47,0.781599998474121,2018,"город Хасавюрт","Республика Дагестан",82735000,"Республика Дагестан","Хасавюрт","Хасавюрт",43.2463888888889,46.59,3207.5,89.9,12.5,881.8,15.6,423,NA,NA,NA,22525,22525,NA,NA,NA,1057.7,NA,NA,4.3,505,35.7,NA,1,72.3,3,NA,NA,0,0,432.5,NA,NA,720,720,16.4,-118,1504,0,53.1,NA,0,0,1443,102.2,24.5,10903.1,1.3,89.8,5,12.7,18.5,85.2,39,142.7,NA,4.3,NA,4.1,NA,NA,89.8,42.7,11.3,NA,NA,NA,NA,NA,NA,24105.4,12.6,82,NA,NA,NA,102886,436117,649301,292000,31800,8774,228,NA,NA,142003,497,4063,53090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141259,NA,24105.2,633936,NA,28744,2075,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,33,"Назначаемый мэр",67,33,50,24105.2,NA,NA,NA,NA,NA,NA,NA,NA,1,2012,0.229801042736192
"898",51,51,50,46,46,48,0.93529999256134,2012,"город-курорт Ессентуки","Ставропольский край",7710000,"Ставропольский край","Город-курорт Ессентуки","Ессентуки",44.0444444444444,42.8588888888889,7810.6,46.3,9.6,1083.7,10.6,840,7.3,122.6,NA,NA,NA,6,18,NA,158.4,1330,496,11.7,368,36,NA,1,94.5,4,NA,27,22.9,3.8,3147.7,NA,NA,376,357,22.1,1095,1859,0,77.2,0,0,0,820,80.2,25.6,8753.1,1.5,147,2,6.2,25.7,59.9,16.6,102.3,26,4.6,NA,3.8,1200,NA,2308.1,139.3,-1.1,NA,NA,1186.7,1788.2,NA,NA,19401,15,7,475.5,NA,38,131836,NA,NA,146103,95220,1190,176.1,NA,65.3,101855,228,3753,77234,13,8615,48532,1538008,109811,22255,44420,227290,372309,28864,41008,8259,580655,301,18611.3,1531448,842710,981450,989713,59877,220245,688738,167447,127789,2222,78,NA,NA,137737,53028,101441,NA,NA,654816,499779,39354,219.1,NA,66.67,NA,47685,NA,3,NA,-1788,NA,38354,NA,1427,NA,6008,NA,3900,NA,42974,NA,76.6,NA,23.4,NA,"Избираемый мэр",76.6,23.4,66.67,NA,47685,38354,1427,6008,3900,3,-1788,42974,0,2015,0.415162539907572
"899",50,50,49,45,45,48,0.941999971866608,2013,"город-курорт Ессентуки","Ставропольский край",7710000,"Ставропольский край","Город-курорт Ессентуки","Ессентуки",44.0444444444444,42.8588888888889,8581.9,47.8,9.5,569.8,11.6,807,8.2,107.9,NA,NA,NA,5,17,NA,1274.5,1273,550,10.9,387,37.5,NA,0.9,90.2,4,NA,64.9,48.1,10.9,1091.6,NA,NA,299,242,22.8,747,1843,0,87.7,0,0,0,822,79.7,25.6,9580.7,1.7,163.3,2,6.2,26.3,59.9,16.9,103.1,26,4.6,NA,3.7,2222,NA,2786.3,114.7,0.7,NA,NA,613.7,1537.5,NA,NA,22947.8,15.4,7,431.5,431.5,30,115027.16,84684,3854130,146103,97760,1800,176.1,NA,57.8,102681,227.6,3747,87696,13,8844,NA,1483598.6,95733.6,18080.3,53847.2,208777.4,388711.3,30551.8,51881.8,7477.5,677840.8,305,21088,1618320.8,1016396.7,807906.3,810096.3,58547.3,491084,601924.1,2557.9,202827.6,2192,111,2520,16809,151482.9,52146.4,102269,22947.6,NA,338701,78929,42256,129.2,NA,100,NA,13915,NA,2,NA,1100,NA,13374,NA,0,NA,120,NA,0,NA,1898,NA,78.72,NA,21.28,NA,"Избираемый мэр",78.72,21.28,100,22947.6,13915,13374,0,120,0,2,1100,1898,0,2015,0.363221387307353
